url,tipo,id
https://votoinformado.jne.gob.pe/hoja-vida/1/1001/1,presidencial,1
https://votoinformado.jne.gob.pe/hoja-vida/1/1002/1,presidencial,2
https://votoinformado.jne.gob.pe/hoja-vida/1/1003/1,presidencial,3
https://votoinformado.jne.gob.pe/hoja-vida/1/1004/1,presidencial,4
https://votoinformado.jne.gob.pe/hoja-vida/1/1005/1,presidencial,5
https://votoinformado.jne.gob.pe/hoja-vida/1/1006/1,presidencial,6
https://votoinformado.jne.gob.pe/hoja-vida/1/1007/1,presidencial,7
https://votoinformado.jne.gob.pe/hoja-vida/1/1008/1,presidencial,8
https://votoinformado.jne.gob.pe/hoja-vida/1/1009/1,presidencial,9
https://votoinformado.jne.gob.pe/hoja-vida/1/1010/1,presidencial,10
https://votoinformado.jne.gob.pe/hoja-vida/1/1011/1,presidencial,11
https://votoinformado.jne.gob.pe/hoja-vida/1/1012/1,presidencial,12
https://votoinformado.jne.gob.pe/hoja-vida/1/1013/1,presidencial,13
https://votoinformado.jne.gob.pe/hoja-vida/1/1014/1,presidencial,14
https://votoinformado.jne.gob.pe/hoja-vida/1/1015/1,presidencial,15
https://votoinformado.jne.gob.pe/hoja-vida/1/1016/1,presidencial,16
https://votoinformado.jne.gob.pe/hoja-vida/1/1017/1,presidencial,17
https://votoinformado.jne.gob.pe/hoja-vida/1/1018/1,presidencial,18
https://votoinformado.jne.gob.pe/hoja-vida/1/1019/1,presidencial,19
https://votoinformado.jne.gob.pe/hoja-vida/1/1020/1,presidencial,20
https://votoinformado.jne.gob.pe/hoja-vida/1/1021/1,presidencial,21
https://votoinformado.jne.gob.pe/hoja-vida/1/1022/1,presidencial,22
https://votoinformado.jne.gob.pe/hoja-vida/1/1023/1,presidencial,23
https://votoinformado.jne.gob.pe/hoja-vida/1/1024/1,presidencial,24
https://votoinformado.jne.gob.pe/hoja-vida/1/1025/1,presidencial,25
https://votoinformado.jne.gob.pe/hoja-vida/1/1026/1,presidencial,26
https://votoinformado.jne.gob.pe/hoja-vida/1/1027/1,presidencial,27
https://votoinformado.jne.gob.pe/hoja-vida/1/1028/1,presidencial,28
https://votoinformado.jne.gob.pe/hoja-vida/1/1029/1,presidencial,29
https://votoinformado.jne.gob.pe/hoja-vida/1/1030/1,presidencial,30
https://votoinformado.jne.gob.pe/hoja-vida/1/1031/1,presidencial,31
https://votoinformado.jne.gob.pe/hoja-vida/1/1032/1,presidencial,32
https://votoinformado.jne.gob.pe/hoja-vida/1/1033/1,presidencial,33
https://votoinformado.jne.gob.pe/hoja-vida/1/1034/1,presidencial,34
https://votoinformado.jne.gob.pe/hoja-vida/1/1035/1,presidencial,35
https://votoinformado.jne.gob.pe/hoja-vida/1/1036/1,presidencial,36
https://votoinformado.jne.gob.pe/hoja-vida/2/2001/1,senadores,1
https://votoinformado.jne.gob.pe/hoja-vida/2/2002/1,senadores,2
https://votoinformado.jne.gob.pe/hoja-vida/2/2003/1,senadores,3
https://votoinformado.jne.gob.pe/hoja-vida/2/2004/1,senadores,4
https://votoinformado.jne.gob.pe/hoja-vida/2/2005/1,senadores,5
https://votoinformado.jne.gob.pe/hoja-vida/2/2006/1,senadores,6
https://votoinformado.jne.gob.pe/hoja-vida/2/2007/1,senadores,7
https://votoinformado.jne.gob.pe/hoja-vida/2/2008/1,senadores,8
https://votoinformado.jne.gob.pe/hoja-vida/2/2009/1,senadores,9
https://votoinformado.jne.gob.pe/hoja-vida/2/2010/1,senadores,10
https://votoinformado.jne.gob.pe/hoja-vida/2/2011/1,senadores,11
https://votoinformado.jne.gob.pe/hoja-vida/2/2012/1,senadores,12
https://votoinformado.jne.gob.pe/hoja-vida/2/2013/1,senadores,13
https://votoinformado.jne.gob.pe/hoja-vida/2/2014/1,senadores,14
https://votoinformado.jne.gob.pe/hoja-vida/2/2015/1,senadores,15
https://votoinformado.jne.gob.pe/hoja-vida/2/2016/1,senadores,16
https://votoinformado.jne.gob.pe/hoja-vida/2/2017/1,senadores,17
https://votoinformado.jne.gob.pe/hoja-vida/2/2018/1,senadores,18
https://votoinformado.jne.gob.pe/hoja-vida/2/2019/1,senadores,19
https://votoinformado.jne.gob.pe/hoja-vida/2/2020/1,senadores,20
https://votoinformado.jne.gob.pe/hoja-vida/2/2021/1,senadores,21
https://votoinformado.jne.gob.pe/hoja-vida/2/2022/1,senadores,22
https://votoinformado.jne.gob.pe/hoja-vida/2/2023/1,senadores,23
https://votoinformado.jne.gob.pe/hoja-vida/2/2024/1,senadores,24
https://votoinformado.jne.gob.pe/hoja-vida/2/2025/1,senadores,25
https://votoinformado.jne.gob.pe/hoja-vida/2/2026/1,senadores,26
https://votoinformado.jne.gob.pe/hoja-vida/2/2027/1,senadores,27
https://votoinformado.jne.gob.pe/hoja-vida/2/2028/1,senadores,28
https://votoinformado.jne.gob.pe/hoja-vida/2/2029/1,senadores,29
https://votoinformado.jne.gob.pe/hoja-vida/2/2030/1,senadores,30
https://votoinformado.jne.gob.pe/hoja-vida/2/2031/1,senadores,31
https://votoinformado.jne.gob.pe/hoja-vida/2/2032/1,senadores,32
https://votoinformado.jne.gob.pe/hoja-vida/2/2033/1,senadores,33
https://votoinformado.jne.gob.pe/hoja-vida/2/2034/1,senadores,34
https://votoinformado.jne.gob.pe/hoja-vida/2/2035/1,senadores,35
https://votoinformado.jne.gob.pe/hoja-vida/2/2036/1,senadores,36
https://votoinformado.jne.gob.pe/hoja-vida/2/2037/1,senadores,37
https://votoinformado.jne.gob.pe/hoja-vida/2/2038/1,senadores,38
https://votoinformado.jne.gob.pe/hoja-vida/2/2039/1,senadores,39
https://votoinformado.jne.gob.pe/hoja-vida/2/2040/1,senadores,40
https://votoinformado.jne.gob.pe/hoja-vida/2/2041/1,senadores,41
https://votoinformado.jne.gob.pe/hoja-vida/2/2042/1,senadores,42
https://votoinformado.jne.gob.pe/hoja-vida/2/2043/1,senadores,43
https://votoinformado.jne.gob.pe/hoja-vida/2/2044/1,senadores,44
https://votoinformado.jne.gob.pe/hoja-vida/2/2045/1,senadores,45
https://votoinformado.jne.gob.pe/hoja-vida/2/2046/1,senadores,46
https://votoinformado.jne.gob.pe/hoja-vida/2/2047/1,senadores,47
https://votoinformado.jne.gob.pe/hoja-vida/2/2048/1,senadores,48
https://votoinformado.jne.gob.pe/hoja-vida/2/2049/1,senadores,49
https://votoinformado.jne.gob.pe/hoja-vida/2/2050/1,senadores,50
https://votoinformado.jne.gob.pe/hoja-vida/2/2051/1,senadores,51
https://votoinformado.jne.gob.pe/hoja-vida/2/2052/1,senadores,52
https://votoinformado.jne.gob.pe/hoja-vida/2/2053/1,senadores,53
https://votoinformado.jne.gob.pe/hoja-vida/2/2054/1,senadores,54
https://votoinformado.jne.gob.pe/hoja-vida/2/2055/1,senadores,55
https://votoinformado.jne.gob.pe/hoja-vida/2/2056/1,senadores,56
https://votoinformado.jne.gob.pe/hoja-vida/2/2057/1,senadores,57
https://votoinformado.jne.gob.pe/hoja-vida/2/2058/1,senadores,58
https://votoinformado.jne.gob.pe/hoja-vida/2/2059/1,senadores,59
https://votoinformado.jne.gob.pe/hoja-vida/2/2060/1,senadores,60
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330001/248000,diputados_lima,1
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330002/248000,diputados_lima,2
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330003/248000,diputados_lima,3
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330004/248000,diputados_lima,4
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330005/248000,diputados_lima,5
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330006/248000,diputados_lima,6
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330007/248000,diputados_lima,7
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330008/248000,diputados_lima,8
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330009/248000,diputados_lima,9
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330010/248000,diputados_lima,10
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330011/248000,diputados_lima,11
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330012/248000,diputados_lima,12
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330013/248000,diputados_lima,13
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330014/248000,diputados_lima,14
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330015/248000,diputados_lima,15
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330016/248000,diputados_lima,16
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330017/248000,diputados_lima,17
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330018/248000,diputados_lima,18
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330019/248000,diputados_lima,19
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330020/248000,diputados_lima,20
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330021/248000,diputados_lima,21
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330022/248000,diputados_lima,22
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330023/248000,diputados_lima,23
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330024/248000,diputados_lima,24
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330025/248000,diputados_lima,25
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330026/248000,diputados_lima,26
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330027/248000,diputados_lima,27
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330028/248000,diputados_lima,28
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330029/248000,diputados_lima,29
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330030/248000,diputados_lima,30
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330031/248000,diputados_lima,31
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330032/248000,diputados_lima,32
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330033/248000,diputados_lima,33
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330034/248000,diputados_lima,34
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330035/248000,diputados_lima,35
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330036/248001,diputados_lima,36
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330037/248001,diputados_lima,37
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330038/248001,diputados_lima,38
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330039/248001,diputados_lima,39
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330040/248001,diputados_lima,40
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330041/248001,diputados_lima,41
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330042/248001,diputados_lima,42
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330043/248001,diputados_lima,43
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330044/248001,diputados_lima,44
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330045/248001,diputados_lima,45
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330046/248001,diputados_lima,46
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330047/248001,diputados_lima,47
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330048/248001,diputados_lima,48
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330049/248001,diputados_lima,49
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330050/248001,diputados_lima,50
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330051/248001,diputados_lima,51
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330052/248001,diputados_lima,52
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330053/248001,diputados_lima,53
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330054/248001,diputados_lima,54
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330055/248001,diputados_lima,55
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330056/248001,diputados_lima,56
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330057/248001,diputados_lima,57
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330058/248001,diputados_lima,58
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330059/248001,diputados_lima,59
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330060/248001,diputados_lima,60
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330061/248001,diputados_lima,61
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330062/248001,diputados_lima,62
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330063/248001,diputados_lima,63
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330064/248001,diputados_lima,64
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330065/248001,diputados_lima,65
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330066/248001,diputados_lima,66
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330067/248001,diputados_lima,67
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330068/248001,diputados_lima,68
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330069/248001,diputados_lima,69
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330070/248001,diputados_lima,70
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330071/248001,diputados_lima,71
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330072/248002,diputados_lima,72
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330073/248002,diputados_lima,73
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330074/248002,diputados_lima,74
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330075/248002,diputados_lima,75
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330076/248002,diputados_lima,76
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330077/248002,diputados_lima,77
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330078/248002,diputados_lima,78
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330079/248002,diputados_lima,79
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330080/248002,diputados_lima,80
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330081/248002,diputados_lima,81
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330082/248002,diputados_lima,82
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330083/248002,diputados_lima,83
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330084/248002,diputados_lima,84
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330085/248002,diputados_lima,85
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330086/248002,diputados_lima,86
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330087/248002,diputados_lima,87
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330088/248002,diputados_lima,88
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330089/248002,diputados_lima,89
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330090/248002,diputados_lima,90
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330091/248002,diputados_lima,91
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330092/248002,diputados_lima,92
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330093/248002,diputados_lima,93
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330094/248002,diputados_lima,94
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330095/248002,diputados_lima,95
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330096/248002,diputados_lima,96
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330097/248002,diputados_lima,97
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330098/248002,diputados_lima,98
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330099/248002,diputados_lima,99
https://votoinformado.jne.gob.pe/hoja-vida/2980/25330100/248002,diputados_lima,100
https://votoinformado.jne.gob.pe/hoja-vida/3/3001/1,parlamento_andino,1
https://votoinformado.jne.gob.pe/hoja-vida/3/3002/1,parlamento_andino,2
https://votoinformado.jne.gob.pe/hoja-vida/3/3003/1,parlamento_andino,3
https://votoinformado.jne.gob.pe/hoja-vida/3/3004/1,parlamento_andino,4
https://votoinformado.jne.gob.pe/hoja-vida/3/3005/1,parlamento_andino,5
https://votoinformado.jne.gob.pe/hoja-vida/3/3006/1,parlamento_andino,6
https://votoinformado.jne.gob.pe/hoja-vida/3/3007/1,parlamento_andino,7
https://votoinformado.jne.gob.pe/hoja-vida/3/3008/1,parlamento_andino,8
https://votoinformado.jne.gob.pe/hoja-vida/3/3009/1,parlamento_andino,9
https://votoinformado.jne.gob.pe/hoja-vida/3/3010/1,parlamento_andino,10
https://votoinformado.jne.gob.pe/hoja-vida/3/3011/1,parlamento_andino,11
https://votoinformado.jne.gob.pe/hoja-vida/3/3012/1,parlamento_andino,12
https://votoinformado.jne.gob.pe/hoja-vida/3/3013/1,parlamento_andino,13
https://votoinformado.jne.gob.pe/hoja-vida/3/3014/1,parlamento_andino,14
https://votoinformado.jne.gob.pe/hoja-vida/3/3015/1,parlamento_andino,15
https://votoinformado.jne.gob.pe/hoja-vida/3/3016/1,parlamento_andino,16
https://votoinformado.jne.gob.pe/hoja-vida/3/3017/1,parlamento_andino,17
https://votoinformado.jne.gob.pe/hoja-vida/3/3018/1,parlamento_andino,18
https://votoinformado.jne.gob.pe/hoja-vida/3/3019/1,parlamento_andino,19
https://votoinformado.jne.gob.pe/hoja-vida/3/3020/1,parlamento_andino,20
https://votoinformado.jne.gob.pe/hoja-vida/3/3021/1,parlamento_andino,21
https://votoinformado.jne.gob.pe/hoja-vida/3/3022/1,parlamento_andino,22
https://votoinformado.jne.gob.pe/hoja-vida/3/3023/1,parlamento_andino,23
https://votoinformado.jne.gob.pe/hoja-vida/3/3024/1,parlamento_andino,24
https://votoinformado.jne.gob.pe/hoja-vida/3/3025/1,parlamento_andino,25
https://votoinformado.jne.gob.pe/hoja-vida/3/3026/1,parlamento_andino,26
https://votoinformado.jne.gob.pe/hoja-vida/3/3027/1,parlamento_andino,27
https://votoinformado.jne.gob.pe/hoja-vida/3/3028/1,parlamento_andino,28
https://votoinformado.jne.gob.pe/hoja-vida/3/3029/1,parlamento_andino,29
